	0
descuido	antecipação
constância	confiança
diabo	medo
tontura	nojo
estrilo	raiva
afeição	surpresa
contratempo	tristeza
recompensa	alegria
inadvertência	antecipação
insistência	confiança
mostrengo	medo
enfado	nojo
repente	raiva
apreço	surpresa
intempérie	tristeza
reembolso	alegria
movimento	antecipação
obstinação	confiança
canhão	medo
enfaro	nojo
rompante	raiva
contemplação	surpresa
castigo	tristeza
remuneração	alegria
maluqueira	antecipação
aplicação	confiança
bruxa	medo
tédio	nojo
veemência	raiva
deferência	surpresa
volta	tristeza
ressarcimento	alegria
maluquice	antecipação
vontade	confiança
bruaca	medo
resistência	nojo
voracidade	raiva
estima	surpresa
lástima	tristeza
restituição	alegria
aceleração	antecipação
afinco	confiança
xaveco	medo
oposição	nojo
tesão	raiva
simpatia	surpresa
golpe	tristeza
retribuição	alegria
afobação	antecipação
ânimo	confiança
bagulho	medo
objeção	nojo
elã	raiva
assombração	surpresa
derrota	tristeza
desagravo	alegria
afogadilho	antecipação
assiduidade	confiança
jararaca	medo
revolta	nojo
pena	raiva
visão	surpresa
dissabor	tristeza
expiação	alegria
apressuramento	antecipação
consistência	confiança
bucho	medo
dificuldade	nojo
punição	raiva
atordoamento	surpresa
sorte	tristeza
reparação	alegria
estouvamento	antecipação
instância	confiança
desagrado	medo
torpeza	nojo
vingança	raiva
fantasma	surpresa
negrura	tristeza
retratação	alegria
insensatez	antecipação
estoicidade	confiança
desprazer	medo
rejeição	nojo
cólera-morbo	raiva
fenômeno	surpresa
negrume	tristeza
bem-aventurança	alegria
roldão	antecipação
paciência	confiança
contrariedade	medo
esquivança	nojo
mordexim	raiva
aparição	surpresa
miséria	tristeza
ventura	alegria
esparolação	antecipação
tenacidade	confiança
amofinação	medo
repúdio	nojo
descontrole	raiva
espetáculo	surpresa
sentimento	tristeza
dita	alegria
irresponsabilidade	antecipação
disciplina	confiança
dor	medo
escândalo	nojo
exacerbação	raiva
milagre	surpresa
moleza	tristeza
fortuna	alegria
leveza	antecipação
porfia	confiança
padecimento	medo
expulsão	nojo
feridade	raiva
pasmaceira	surpresa
atribulação	tristeza
sucesso	alegria
prognóstico	antecipação
robustez	confiança
dinheirão	medo
repressão	nojo
fereza	raiva
prodígio	surpresa
caiporismo	tristeza
êxito	alegria
vaticínio	antecipação
vigor	confiança
dinheirada	medo
recalque	nojo
braveza	raiva
estupefato	surpresa
casmurrice	tristeza
triunfo	alegria
prenúncio	antecipação
tenência	confiança
dinheirama	medo
asca	nojo
ferocidade	raiva
boquiaberto	surpresa
hipocondria	tristeza
vitória	alegria
prognose	antecipação
rijeza	confiança
exorbitância	medo
enjeitamento	nojo
flagelo	raiva
pasmado	surpresa
insucesso	tristeza
acerto	alegria
premonição	antecipação
rigidez	confiança
batelada	medo
entejo	nojo
mau	raiva
admirado	surpresa
macaca	tristeza
glória	alegria
presciência	antecipação
dureza	confiança
monte	medo
estranhamento	nojo
praga	raiva
espantado	surpresa
mofina	tristeza
congratulações	alegria
augúrio	antecipação
autoconfiança	confiança
montão	medo
contestação	nojo
nervosismo	raiva
estupefacto	surpresa
morrinha	tristeza
felicitações	alegria
intuição	antecipação
afirmação	confiança
quantidade	medo
denegação	nojo
neurastenia	raiva
perplexo	surpresa
suicídio	tristeza
cumprimentos	alegria
pressentimento	antecipação
autoafirmação	confiança
abundância	medo
divergência	nojo
estresse	raiva
surpreendido	surpresa
taciturnidade	tristeza
exultação	alegria
suspeita	antecipação
garantia	confiança
enxurrada	medo
impugnação	nojo
stress	raiva
surpreso	surpresa
transtorno	tristeza
gáudio	alegria
suposição	antecipação
caução	confiança
porção	medo
nega	nojo
droga	raiva
absorto	surpresa
urucubaca	tristeza
jubilação	alegria
conjectura	antecipação
fiança	confiança
profusão	medo
negaça	nojo
grosseiro	raiva
embasbacado	surpresa
vicissitude	tristeza
deleitação	alegria
hipótese	antecipação
penhor	confiança
série	medo
negação	nojo
agastamento	raiva
atônito	surpresa
zica	tristeza
deleitamento	alegria
pressuposição	antecipação
proteção	confiança
chorrilho	medo
negamento	nojo
azedume	raiva
portento	surpresa
tanglomanglo	tristeza
delícia	alegria
presunção	antecipação
defesa	confiança
mundo	medo
recusa	nojo
birra	raiva
colosso	surpresa
malemolência	tristeza
desejo	alegria
palpite	antecipação
salvaguarda	confiança
mundaréu	medo
refusão	nojo
perrice	raiva
embevecimento	surpresa
acabrunhamento	tristeza
distração	alegria
estimativa	antecipação
resguardo	confiança
amontoado	medo
refutação	nojo
nervoso	raiva
enlevo	surpresa
apatia	tristeza
diversão	alegria
orçamento	antecipação
cuidado	confiança
intensamente	medo
anorexia	nojo
aperreação	raiva
perfeição	surpresa
arrefecimento	tristeza
divertimento	alegria
cálculo	antecipação
preservação	confiança
muito	medo
cansaço	nojo
desespero	raiva
primor	surpresa
debilidade	tristeza
entretenimento	alegria
avaliação	antecipação
infalibilidade	confiança
bastante	medo
canseira	nojo
estorvo	raiva
correção	surpresa
derrotismo	tristeza
passatempo	alegria
estimação	antecipação
precaução	confiança
imenso	medo
fadiga	nojo
desconfiança	raiva
impecabilidade	surpresa
desconforto	tristeza
recreação	alegria
cômputo	antecipação
prudência	confiança
demais	medo
inapetência	nojo
acirramento	raiva
calêndula	surpresa
desinteresse	tristeza
gozo	alegria
cautela	antecipação
seguro	confiança
demasiado	medo
quebreira	nojo
apoquentação	raiva
dengue	surpresa
desvalor	tristeza
satisfazer	alegria
aviso	antecipação
reserva	confiança
demasiadamente	medo
sufocação	nojo
apuração	raiva
amor	surpresa
esgotamento	tristeza
comprazer	alegria
sobreaviso	antecipação
amparo	confiança
excessivamente	medo
saciedade	nojo
apuramento	raiva
paixão	surpresa
esvaecimento	tristeza
aprazer	alegria
advertência	antecipação
esteio	confiança
exageradamente	medo
displicência	nojo
arrelia	raiva
sedução	surpresa
frieza	tristeza
agradar	alegria
providência	antecipação
guarda-costas	confiança
tremor	medo
monotonia	nojo
arrenegação	raiva
prisão	surpresa
frio	tristeza
doçura	alegria
previdência	antecipação
guardião	confiança
caguira	medo
xarope	nojo
assomo	raiva
interesse	surpresa
indiferença	tristeza
complacência	alegria
diligência	antecipação
satélite	confiança
sobrosso	medo
anátema	nojo
aziúme	raiva
ofuscação	surpresa
inércia	tristeza
festa	alegria
oráculo	antecipação
vigilante	confiança
reverência	medo
abomínio	nojo
baba	raiva
denguice	surpresa
languidez	tristeza
aleluia	alegria
pressuposto	antecipação
vigia	confiança
obediência	medo
ressentimento	nojo
despeito	raiva
imã	surpresa
letargia	tristeza
rejubilação	alegria
horoscópio	antecipação
guarda	confiança
desassossego	medo
ardor	nojo
escamação	raiva
charme	surpresa
modorra	tristeza
sol	alegria
horóscopo	antecipação
sentinela	confiança
inquietude	medo
calor	nojo
fel	raiva
dengo	surpresa
preguiça	tristeza
rejúbilo	alegria
adivinhação	antecipação
acertamento	confiança
ameaça	medo
fervor	nojo
focagem	raiva
atração	surpresa
pusilanimidade	tristeza
empolgação	alegria
anúncio	antecipação
asserção	confiança
pontualidade	medo
arrojo	nojo
lua	raiva
atratividade	surpresa
remissão	tristeza
letícia	alegria
agouro	antecipação
asseveração	confiança
zelo	medo
audácia	nojo
calundu	raiva
glamour	surpresa
tepidez	tristeza
sorriso	alegria
divinação	antecipação
evidência	confiança
empenho	medo
bravura	nojo
torvação	raiva
carisma	surpresa
tibieza	tristeza
zombaria	alegria
sinal	antecipação
indubitabilidade	confiança
rigor	medo
brio	nojo
mau humor	raiva
impacto	surpresa
viuvez	tristeza
gargalhada	alegria
indício	antecipação
veracidade	confiança
escrúpulo	medo
disposição	nojo
implicação	raiva
desordem	surpresa
consternação	tristeza
gozação	alegria
indicação	antecipação
persuasão	confiança
salto	medo
intrepidez	nojo
implicância	raiva
bagunça	surpresa
decepção	tristeza
chacota	alegria
auspício	antecipação
convencimento	confiança
tremura	medo
ousadia	nojo
malevolência	raiva
alarme	surpresa
inconformação	tristeza
ridículo	alegria
sintoma	antecipação
com certeza	confiança
peladura	medo
valentia	nojo
garra	raiva
suspiro	surpresa
desprazimento	tristeza
hilaridade	alegria
bacorejo	antecipação
sugestionamento	confiança
acovardamento	medo
enojamento	nojo
anseio	raiva
trepidação	surpresa
malgrado	tristeza
risada	alegria
melhoria	antecipação
princípio	confiança
intranquilidade	medo
chateação	nojo
avidez	raiva
estremecimento	surpresa
abate	tristeza
judiaria	alegria
melhora	antecipação
ideia	confiança
intimidação	medo
ambição	nojo
sofreguidão	raiva
balanço	surpresa
nirvana	tristeza
judiação	alegria
dianteira	antecipação
ideal	confiança
angústia	medo
vazio	nojo
fome	raiva
oscilação	surpresa
baixa	tristeza
consentimento	alegria
vantagem	antecipação
ideologia	confiança
consumição	medo
morte	nojo
apetite	raiva
sacudida	surpresa
rebaixamento	tristeza
concordância	alegria
progresso	antecipação
concepção	confiança
mortificação	medo
anojamento	nojo
arroubo	raiva
sacudidela	surpresa
enfraquecimento	tristeza
anuência	alegria
prosperidade	antecipação
conceito	confiança
hesitação	medo
solda	nojo
acesso	raiva
abalamento	surpresa
abaixamento	tristeza
aprovação	alegria
desenvolvimento	antecipação
opinião	confiança
suspeição	medo
noite	nojo
moda	raiva
estremeção	surpresa
dedução	tristeza
permissão	alegria
aperfeiçoamento	antecipação
valor	confiança
cisma	medo
cipreste	nojo
voga	raiva
frêmito	surpresa
desconto	tristeza
assentimento	alegria
aumento	antecipação
juízo	confiança
captação	medo
crepe	nojo
amolação	raiva
abalada	surpresa
diminuição	tristeza
aquiescência	alegria
vale	antecipação
pensamento	confiança
assimilação	medo
condoimento	nojo
enguiço	raiva
debandada	surpresa
humilhação	tristeza
aceitação	alegria
civilização	antecipação
consciência	confiança
entendimento	medo
compadecimento	nojo
feitiço	raiva
fuga	surpresa
palerma	tristeza
beneplácito	alegria
crescimento	antecipação
enforcamento	confiança
percepção	medo
compaixão	nojo
mau-olhado	raiva
retirada	surpresa
caimento	tristeza
cortesia	alegria
proveito	antecipação
cadafalso	confiança
absorção	medo
piedade	nojo
quebranto	raiva
partida	surpresa
decadência	tristeza
educação	alegria
aproveitamento	antecipação
patíbulo	confiança
compreensão	medo
comiseração	nojo
incompatibilidade	raiva
saída	surpresa
declínio	tristeza
gentileza	alegria
evolução	antecipação
guilhotina	confiança
apoderamento	medo
constrição	nojo
enfurecimento	raiva
movimentação	surpresa
ruína	tristeza
delicadeza	alegria
indiscrição	antecipação
ardil	confiança
apoderação	medo
enternecimento	nojo
briga	raiva
baque	surpresa
escuridão	tristeza
cordialidade	alegria
melhoramento	antecipação
armadilha	confiança
apresamento	medo
miseração	nojo
desavença	raiva
tranco	surpresa
baixeza	tristeza
amabilidade	alegria
avançamento	antecipação
cilada	confiança
aprisionamento	medo
misericórdia	nojo
luta	raiva
ataque	surpresa
anemia	tristeza
graciosidade	alegria
avançada	antecipação
emboscada	confiança
apropriação	medo
abalançar	nojo
rixa	raiva
moção	surpresa
astenia	tristeza
afabilidade	alegria
frente	antecipação
laço	confiança
arresto	medo
romanear	nojo
avaria	raiva
desinquietação	surpresa
estrago	tristeza
urbanidade	alegria
vanguarda	antecipação
ancinho	confiança
captura	medo
sopesar	nojo
defeito	raiva
debilitação	surpresa
fossa	tristeza
fineza	alegria
ascensão	antecipação
forquilha	confiança
confiscação	medo
avaliar	nojo
falha	raiva
quebra	surpresa
diferença	tristeza
lhaneza	alegria
progressão	antecipação
garfo	confiança
confisco	medo
apreciar	nojo
agressão	raiva
depauperamento	surpresa
redução	tristeza
atenção	alegria
melhorada	antecipação
forcado	confiança
detenção	medo
analisar	nojo
hostilização	raiva
dissuasão	surpresa
desgaste	tristeza
gratificação	alegria
upgrade	antecipação
forqueta	confiança
embargo	medo
considerar	nojo
ofensa	raiva
tumulto	surpresa
matança	tristeza
prêmio	alegria
ampliação	antecipação
botequim	confiança
sequestro	medo
estimar	nojo
brutalidade	raiva
convulsão	surpresa
lentidão	tristeza
gorjeta	alegria
acréscimo	antecipação
vendinha de roça	confiança
afligimento	medo
estudar	nojo
belicosidade	raiva
efervescência	surpresa
frouxidão	tristeza
presente	alegria
acrescentamento	antecipação
credo	confiança
tormenta	medo
examinar	nojo
dinamismo	raiva
terremoto	surpresa
torpor	tristeza
favor	alegria
abreviatura	antecipação
credulidade	confiança
atormentamento	medo
observar	nojo
empreendimento	raiva
sismo	surpresa
opressão	tristeza
caixinha	alegria
sigla	antecipação
dogma	confiança
dedicação	medo
ponderar	nojo
atividade	raiva
cataclismo	surpresa
aniquilamento	tristeza
galardão	alegria
acrônimo	antecipação
doutrina	confiança
esmero	medo
presumir	nojo
recrudescimento	raiva
abalroamento	surpresa
atimia	tristeza
carinhos	alegria
miniatura	antecipação
religião	confiança
capricho	medo
imaginar	nojo
desapontamento	raiva
batida	surpresa
derrubada	tristeza
afagos	alegria
contração	antecipação
crédito	confiança
solicitude	medo
calcular	nojo
desaponto	raiva
abalroação	surpresa
descaimento	tristeza
festas	alegria
encolhimento	antecipação
fidúcia	confiança
desvelo	medo
conjecturar	nojo
desencanto	raiva
colisão	surpresa
desvalorização	tristeza
festinhas	alegria
encurtamento	antecipação
fieza	confiança
devoção	medo
prever	nojo
desencantamento	raiva
concussão	surpresa
lombeira	tristeza
mimos	alegria
resumo	antecipação
fiúza	confiança
obsessão	medo
supor	nojo
desilusão	raiva
embate	surpresa
marasmo	tristeza
brinco-de-princesa	alegria
síntese	antecipação
insuspeição	confiança
fixação	medo
influenciar	nojo
fracasso	raiva
encontrão	surpresa
morbidez	tristeza
lágrima	alegria
sumário	antecipação
comprovação	confiança
compulsão	medo
atuar	nojo
malogro	raiva
encontro	surpresa
nostalgia	tristeza
brinde	alegria
compêndio	antecipação
confirmação	confiança
obcecação	medo
induzir	nojo
falhanço	raiva
esbarrão	surpresa
quebradeira	tristeza
oferta	alegria
resenha	antecipação
corroboração	confiança
fanatismo	medo
influir	nojo
naufrágio	raiva
esbarro	surpresa
quebramento	tristeza
agasalho	alegria
epílogo	antecipação
demostração	confiança
mania	medo
instigar	nojo
antagonismo	raiva
pancada	surpresa
quebrantamento	tristeza
dádiva	alegria
epítome	antecipação
prova	confiança
preconceito	medo
intervir	nojo
desafeição	raiva
recontro	surpresa
amortização	tristeza
mimo	alegria
súmula	antecipação
ratificação	confiança
prejulgamento	medo
motivar	nojo
pontinha	raiva
solavanco	surpresa
bônus	tristeza
lembrança	alegria
medida	antecipação
testemunho	confiança
discriminação	medo
sugestionar	nojo
quizília	raiva
topada	surpresa
inanição	tristeza
volúpia	alegria
premeditação	antecipação
validação	confiança
estereótipo	medo
recair	nojo
teiró	raiva
toque	surpresa
subtração	tristeza
bobagem	alegria
preparação	antecipação
verificação	confiança
prejuízo	medo
incidir	nojo
alergia	raiva
trombada	surpresa
umbigo	tristeza
comodidade	alegria
preparativo	antecipação
compromisso	confiança
prenoção	medo
apertar	nojo
contragosto	raiva
conflito	surpresa
decremento	tristeza
prenda	alegria
preparo	antecipação
promessa	confiança
antepaixão	medo
calcar	nojo
quizila	raiva
desentendimento	surpresa
depleção	tristeza
vibração	alegria
cismo	antecipação
legitimidade	confiança
arquejo	medo
estender-se	nojo
imprecação	raiva
discussão	surpresa
adelgaçamento	tristeza
calma	alegria
inobservância	antecipação
durabilidade	confiança
adinamia	medo
afã	nojo
delírio	raiva
entorpecimento	surpresa
azarão	tristeza
conforto	alegria
inconsideração	antecipação
continuidade	confiança
fragilidade	medo
almejo	nojo
alucinação	raiva
adormecimento	surpresa
baldão	tristeza
despreocupação	alegria
inconstância	antecipação
duração	confiança
atonia	medo
anelo	nojo
devaneio	raiva
dormência	surpresa
acaso	tristeza
tranquilidade	alegria
inconsequência	antecipação
imutabilidade	confiança
definhamento	medo
comichão	nojo
correria	raiva
embaraço	surpresa
acontecimento	tristeza
oásis	alegria
desatenção	antecipação
invariabilidade	confiança
depauperação	medo
necessidade	nojo
intensidade	raiva
perplexão	surpresa
casualidade	tristeza
prazimento	alegria
negligência	antecipação
manutenção	confiança
desfalecimento	medo
sede	nojo
vivacidade	raiva
indecisão	surpresa
evento	tristeza
amenidade	alegria
incúria	antecipação
subsistência	confiança
esfalfamento	medo
esforço	nojo
aspereza	raiva
irresolução	surpresa
eventualidade	tristeza
sanção	alegria
futilidade	antecipação
controle	confiança
extenuação	medo
usura	nojo
selvageria	raiva
vacilação	surpresa
ocorrência	tristeza
desenfado	alegria
frivolidade	antecipação
harmonia	confiança
fraqueira	medo
vasca	nojo
inflamação	raiva
inação	surpresa
acarretar	tristeza
jucundidade	alegria
superficialidade	antecipação
imperturbabilidade	confiança
acobardamento	medo
arranque	nojo
irritabilidade	raiva
indefinição	surpresa
causar	tristeza
pasto	alegria
veleidade	antecipação
moderação	confiança
cobardia	medo
arranco	nojo
iracúndia	raiva
dubiedade	surpresa
ocasionar	tristeza
flama	alegria
ligeireza	antecipação
serenidade	confiança
covardia	medo
arfagem	nojo
irascibilidade	raiva
dilema	surpresa
originar	tristeza
vida	alegria
ligeirice	antecipação
densidade	confiança
desbrio	medo
estertor	nojo
cerceamento	raiva
titubeação	surpresa
provocar	tristeza
frenesim	alegria
puerilidade	antecipação
concreção	confiança
ignávia	medo
anelação	nojo
coação	raiva
titubeio	surpresa
perda	tristeza
centelha	alegria
doideira	antecipação
espessura	confiança
poltronaria	medo
cirro	nojo
coerção	raiva
enleio	surpresa
tribulação	tristeza
estro	alegria
esquecimento	antecipação
grossura	confiança
poltronice	medo
ofego	nojo
coibição	raiva
bizarria	surpresa
desaire	tristeza
iluminação	alegria
aperto	antecipação
encorpadura	confiança
tibiez	medo
paroxismo	nojo
constrangimento	raiva
esquisitice	surpresa
drama	tristeza
inspiração	alegria
prurido	antecipação
endurecimento	confiança
timidez	medo
piada	nojo
imposição	raiva
excentricidade	surpresa
desfortúnio	tristeza
lampejo	alegria
cócegas	antecipação
enrijecimento	confiança
fraco	medo
pieira	nojo
tirania	raiva
extravagância	surpresa
desgraceira	tristeza
sopro	alegria
hum	antecipação
retesamento	confiança
inclinação	medo
rouquidão	nojo
vaga	raiva
originalidade	surpresa
desastre	tristeza
transe	alegria
irresignação	antecipação
moral	confiança
queda	medo
sufoco	nojo
cacho	raiva
singularidade	surpresa
acidente	tristeza
transporte	alegria
emergência	antecipação
substância	confiança
vício	medo
termo	nojo
ondulação	raiva
espécie	surpresa
maldição	tristeza
graça	alegria
premência	antecipação
fortidão	confiança
deficiência	medo
indisposição	nojo
sinuosidade	raiva
depreciação	surpresa
penúria	tristeza
gracejo	alegria
iminência	antecipação
efetividade	confiança
deformidade	medo
incômodo	nojo
ziguezague	raiva
desamor	surpresa
indigência	tristeza
brincadeira	alegria
exigência	antecipação
seriedade	confiança
desdouro	medo
náuseas	nojo
afluência	raiva
descaso	surpresa
pobreza	tristeza
sabor	alegria
mister	antecipação
realidade	confiança
deslustre	medo
achaque	nojo
afluxo	raiva
desconsideração	surpresa
inópia	tristeza
humor	alegria
carência	antecipação
inalterabilidade	confiança
eiva	medo
enfermidade	nojo
excesso	raiva
desdém	surpresa
paupérie	tristeza
indulto	alegria
rapidez	antecipação
fundamentação	confiança
falta	medo
doença	nojo
exuberância	raiva
esquivamento	surpresa
desfavor	tristeza
indulgência	alegria
presteza	antecipação
fundamento	confiança
imperfeição	medo
treco	nojo
fartura	raiva
esquivez	surpresa
desvalimento	tristeza
perdão	alegria
prontidão	antecipação
base	confiança
ineficácia	medo
moléstia	nojo
jorro	raiva
esquiveza	surpresa
desonra	tristeza
absolvição	alegria
celeridade	antecipação
fixidade	confiança
ineficiência	medo
mazela	nojo
riqueza	raiva
menoscabo	surpresa
vergonha	tristeza
vênia	alegria
brevidade	antecipação
sono	confiança
inutilidade	medo
disforia	nojo
torrente	raiva
menosprezo	surpresa
troço	tristeza
clemência	alegria
velocidade	antecipação
sangue-frio	confiança
labéu	medo
andaço	nojo
barato	raiva
anarquia	surpresa
coisa	tristeza
contrição	alegria
agilidade	antecipação
omissão	confiança
mácula	medo
vexame	nojo
curtição	raiva
cambulhada	surpresa
porcaria	tristeza
arrependimento	alegria
fugacidade	antecipação
acinesia	confiança
mancha	medo
acanhamento	nojo
fingimento	raiva
desalinho	surpresa
joça	tristeza
lamentação	alegria
aceleramento	antecipação
paralesia	confiança
senão	medo
suplício	nojo
dissimulação	raiva
desarranjo	surpresa
destino	tristeza
justificação	alegria
incidente	antecipação
abandono	confiança
indefensabilidade	medo
tortura	nojo
falsidade	raiva
desarrumação	surpresa
fado	tristeza
pretexto	alegria
contingência	antecipação
paralisação	confiança
vulnerabilidade	medo
pudor	nojo
artifício	raiva
desorganização	surpresa
fatalismo	tristeza
evasiva	alegria
gravidade	antecipação
paralisia	confiança
desapreço	medo
fealdade	nojo
artimanha	raiva
pandemônio	surpresa
sinistro	tristeza
rodeios	alegria
crise	antecipação
estupor	confiança
vilipêndio	medo
relutância	nojo
enganação	raiva
baderna	surpresa
raio	tristeza
subterfúgio	alegria
aforçuramento	antecipação
repouso	confiança
detração	medo
queixa	nojo
engodo	raiva
barafunda	surpresa
estrela	tristeza
escusação	alegria
atarefamento	antecipação
estacionamento	confiança
pouco-caso	medo
repreensão	nojo
estratagema	raiva
baralhada	surpresa
sina	tristeza
rodeio	alegria
obstáculo	antecipação
estagnação	confiança
desrespeito	medo
censura	nojo
ostentação	raiva
caos	surpresa
má sorte	tristeza
evasão	alegria
barulho	antecipação
mesmice	confiança
desacato	medo
admoestação	nojo
complicação	raiva
meada	surpresa
descalabro	tristeza
escapatória	alegria
canudo	antecipação
aprumo	confiança
desculto	medo
reprimenda	nojo
embrulhada	raiva
mexida	surpresa
desfortuna	tristeza
tergiversação	alegria
complexo	antecipação
verticalidade	confiança
desprendimento	medo
contrário	nojo
rebuliço	raiva
miscelânea	surpresa
problema	tristeza
dispensa	alegria
história	antecipação
acordo	confiança
desapego	medo
adversário	nojo
poder	raiva
mistifório	surpresa
antropofobia	tristeza
isenção	alegria
equívoco	antecipação
equiparação	confiança
alheamento	medo
desafeiçoado	nojo
deformação	raiva
mistura	surpresa
insociabilidade	tristeza
licença	alegria
questão	antecipação
igualdade	confiança
renúncia	medo
inimigo	nojo
transformação	raiva
misturada	surpresa
introversão	tristeza
desobrigação	alegria
barreira	antecipação
paridade	confiança
abnegação	medo
intrigado	nojo
modificação	raiva
mixórdia	surpresa
isolamento	tristeza
liberação	alegria
caroço	antecipação
proporção	confiança
balbúrdia	medo
descontente	nojo
mudança	raiva
salada	surpresa
afastamento	tristeza
argumento	alegria
distúrbio	antecipação
proporcionalidade	confiança
brado	medo
embirra	nojo
mutação	raiva
trapalhada	surpresa
reclusão	tristeza
apologia	alegria
gafe	antecipação
comedimento	confiança
rebate	medo
teima	nojo
variação	raiva
ambiguidade	surpresa
retraimento	tristeza
alegação	alegria
quebra-cabeça	antecipação
autocontrole	confiança
celeuma	medo
